townkey1849;city;Cityname;population;kreiskey1849;district;region;Gründung;Jahr;Gesamt;Turnfreunde;Turner_1420;Turner_20;Turner;Beruf_Handwerk;Beruf_Gelehrte;Beruf_Kaufleute;Check_Gesamt;Check_Beruf;Check_Alter
;Berlin;Berlin;524945;;Berlin;13;27.10.1861;1861;36;0;36;0;36;28;0;0;0;8;0
;Berlin;Berlin;524945;;Berlin;13;16.05.1863;1863;68;0;0;0;0;0;0;0;68;68;0
;Berlin;Berlin;524945;;Berlin;13;16.05.1863;1863;326;0;206;0;206;206;0;0;120;120;0
;Berlin;Berlin;524945;;Berlin;13;16.05.1863;1863;40;0;0;0;0;0;0;0;40;40;0
;Berlin;Berlin;524945;;Berlin;13;15.04.1849;1849;126;0;43;83;126;15;49;62;0;0;0
;Berlin;Berlin;524945;;Berlin;13;19.03.1850;1850;122;0;53;69;122;81;16;25;0;0;0
;Berlin;Berlin;524945;;Berlin;13;17.11.1859;1859;104;0;30;74;104;68;13;23;0;0;0
;Berlin;Berlin;524945;;Berlin;13;01.04.1860;1860;31;12;0;19;19;1;6;24;0;0;0
;Berlin;Berlin;524945;;Berlin;13;03.07.1860;1860;35;0;0;0;35;0;35;0;35;0;35
;Berlin;Berlin;524945;;Berlin;13;17.07.1860;1860;115;0;23;92;115;1;114;0;0;0;0
;Berlin;Berlin;524945;;Berlin;13;15.02.1861;1861;27;0;0;27;27;5;22;0;0;0;0
;Berlin;Berlin;524945;;Berlin;13;11.05.1861;1861;93;44;10;39;49;50;16;27;0;0;0
;Berlin;Berlin;524945;;Berlin;13;11.08.1861;1861;88;0;0;88;88;21;32;35;0;0;0
;Berlin;Berlin;524945;;Berlin;13;24.08.1861;1861;74;2;25;47;72;50;10;14;0;0;0
;Berlin;Berlin;524945;;Berlin;13;01.10.1861;1861;54;0;8;50;58;4;7;47;-4;-4;0
;Berlin;Berlin;524945;;Berlin;13;01.10.1861;1861;15;0;5;10;15;13;1;1;0;0;0
;Berlin;Berlin;524945;;Berlin;13;01.10.1861;1861;101;0;37;64;101;97;0;4;0;0;0
;Berlin;Berlin;524945;;Berlin;13;22.04.1862;1862;57;20;17;20;37;49;4;4;;;
;Berlin;Berlin;524945;;Berlin;13;01.06.1862;1862;89;4;67;18;85;42;33;9;0;5;0
;Berlin;Berlin;524945;;Berlin;13;22.08.1862;1862;41;4;30;7;37;40;0;1;0;0;0
;Berlin;Berlin;524945;;Berlin;13;18.10.1862;1862;24;0;7;17;24;14;5;5;0;0;0
;Berlin;Berlin;524945;;Berlin;13;16.09.1863;1863;44;9;14;21;35;36;4;4;0;0;0
;Berlin;Berlin;524945;;Berlin;13;na;na;148;1;79;20;99;33;12;6;48;97;0
;Berlin;Berlin;524945;;Berlin;13;na;na;34;0;0;0;0;0;0;0;34;34;0
;Berlin;Berlin;524945;;Berlin;13;na;na;22;0;0;0;0;0;0;0;22;22;0
;Berlin;Berlin;524945;;Berlin;13;20.09.1860;1860;38;0;0;38;38;35;0;3;0;0;0
;Berlin;Berlin;524945;;Berlin;13;06.12.1861;1861;60;0;45;15;60;28;0;32;0;0;0
;Berlin;Berlin;524945;;Berlin;13;21.02.1862;1862;102;0;0;102;102;12;6;84;0;0;0
;Berlin;Berlin;524945;;Berlin;13;02.06.1862;1862;25;4;1;20;21;1;1;23;0;0;0
;Berlin;Berlin;524945;;Berlin;13;27.11.1863;1863;64;0;20;44;64;17;6;41;0;0;0
;Berlin;Berlin;524945;;Berlin;13;26.04.1864;1864;23;0;4;19;23;7;5;11;0;0;0
;Alt-Landsberg;Alt-Landsberg;1980;;Potsdam;14;24.08.1860;1860;20;5;1;14;15;11;2;7;0;0;0
;Angermünde;Angermuende;5673;;Potsdam;14;07.09.1861;1861;26;3;7;16;23;18;7;1;0;0;0
;Baruth;Baruth;1800;;Potsdam;14;28.05.1863;1863;51;26;6;19;25;28;9;14;0;0;0
;Beelitz;Beelitz;2797;;Potsdam;14;18.10.1861;1861;40;18;10;12;22;25;10;5;0;0;0
;Belzig;Belzig;2621;;Potsdam;14;02.07.1862;1862;42;9;8;25;33;30;3;9;0;0;0
;Bernau;Bernau;5031;;Potsdam;14;21.06.1861;1861;40;0;25;15;40;40;0;0;0;0;0
;Bernau;Bernau;5031;;Potsdam;14;07.06.1862;1862;26;0;0;26;26;19;4;3;0;0;0
;Brandenburg;Brandenburg;21547;;Potsdam;14;14.08.1861;1861;130;70;30;30;60;24;21;85;0;0;0
;Brandenburg;Brandenburg;21547;;Potsdam;14;01.09.1864;1864;94;8;45;41;86;93;1;0;0;0;0
;Charlottenburg;Charlottenburg;12027;;Potsdam;14;21.06.1858;1858;114;52;10;52;62;42;22;50;0;0;0
;Cöpnick;Coepnick;3608;;Potsdam;14;01.10.1864;1864;46;0;20;26;46;44;0;2;0;0;0
;Cremmen;Cremmen;1879;;Potsdam;14;01.06.1862;1862;56;0;10;46;56;55;0;1;0;0;0
;Dahme;Dahme;4502;;Potsdam;14;16.07.1862;1862;85;10;28;47;75;71;4;10;0;0;0
;Dahme;Dahme;4502;;Potsdam;14;04.08.1862;1862;40;0;7;33;40;32;2;6;0;0;0
;Fehrberlin;Fehrberlin;2124;;Potsdam;14;26.08.1861;1861;192;104;40;48;88;142;10;40;0;0;0
;Freyenstein;Freyenstein;1587;;Potsdam;14;19.10.1862;1862;69;25;15;29;44;58;4;7;0;0;0
;Freyenwalde;Freyenwalde;4543;;Potsdam;14;24.09.1859;1859;22;2;0;20;20;10;6;6;0;0;0
;Friesack;Friesack;3256;;Potsdam;14;19.05.1862;1862;52;35;16;1;17;16;0;0;0;36;0
;Havelberg;Havelberg;3153;;Potsdam;14;20.03.1863;1863;111;46;15;50;65;66;13;32;0;0;0
;Jüterbogk;Jueterbogk;6169;;Potsdam;14;18.06.1862;1862;19;0;11;8;19;9;0;10;0;0;0
;Kyritz;Kyritz;4077;;Potsdam;14;04.09.1862;1862;96;50;19;27;46;40;14;42;0;0;0
;Lenzen;Lenzen;2979;;Potsdam;14;10.04.1863;1863;102;61;20;21;41;81;5;16;0;0;0
;Liebenwalde;Liebenwalde;2561;;Potsdam;14;10.05.1862;1862;86;15;15;56;71;66;9;11;0;0;0
;Luckenwalde;Luckenwalde;10168;;Potsdam;14;10.11.1862;1862;105;23;25;57;82;74;10;21;0;0;0
;Lychen;Lychen;2401;;Potsdam;14;11.05.1862;1862;50;27;13;10;23;22;5;23;0;0;0
;Mayenburg;Mayenburg;1748;;Potsdam;14;18.05.1864;1864;84;40;30;14;44;69;8;7;0;0;0
;Neu-Lewin;Neu-Lewin;1188;;Potsdam;14;05.12.1861;1861;23;0;3;20;23;15;3;5;0;0;0
;Neuruppin;Neuruppin;9838;;Potsdam;14;18.10.1861;1861;59;25;2;32;34;38;12;9;0;0;0
;Neustadt an der Dosse;Neustadt an der Dosse;1050;;Potsdam;14;13.08.1863;1863;28;4;9;15;24;25;1;2;0;0;0
;Neustadt-Eberswalde;Neustadt-Eberswalde;6636;;Potsdam;14;28.03.1863;1863;59;30;0;29;29;19;21;19;0;0;0
;Nowawetz;Nowawetz;3934;;Potsdam;14;17.03.1862;1862;62;7;33;22;55;61;1;0;0;0;0
;Oderberg;Oderberg;2831;;Potsdam;14;27.06.1861;1861;52;23;7;22;29;39;5;8;0;0;0
;Oranienburg;Oranienburg;3692;;Potsdam;14;01.06.1861;1861;102;42;33;27;60;63;20;19;0;0;0
;Perleberg;Perleberg;6623;;Potsdam;14;20.06.1862;1862;124;55;4;65;69;72;21;43;0;-12;0
;Potsdam;Potsdam;34869;;Potsdam;14;23.05.1860;1860;151;50;60;41;101;125;11;15;0;0;0
;Prenzlau;Prenzlau;13213;;Potsdam;14;13.12.1860;1860;120;5;20;95;115;49;27;44;0;0;0
;Pritzwalk;Pritzwalk;5491;;Potsdam;14;01.11.1861;1861;134;74;15;45;60;49;28;57;0;0;0
;Putlitz;Putlitz;1830;;Potsdam;14;18.06.1863;1863;95;69;8;18;26;65;20;10;0;0;0
;Rathenow;Rathenow;6638;;Potsdam;14;13.08.1861;1861;155;113;25;17;42;109;21;25;0;0;0
;Schwedt an der Oder;Schwedt an der Oder;7692;;Potsdam;14;29.04.1858;1858;62;29;7;26;33;29;11;22;0;0;0
;Spandau;Spandau;11639;;Potsdam;14;29.08.1860;1860;82;26;13;43;56;46;3;33;0;0;0
;Straßburg;Strassburg;4743;;Potsdam;14;07.05.1863;1863;53;14;5;34;39;31;3;18;0;1;0
;Straußberg;Straussberg;4506;;Potsdam;14;15.05.1862;1862;40;12;8;20;28;33;3;4;0;0;0
;Templin;Templin;4142;;Potsdam;14;12.05.1862;1862;42;30;8;4;12;4;17;21;0;0;0
;Treuenbrietzen;Treuenbrietzen;4970;;Potsdam;14;23.05.1861;1861;39;14;17;8;25;19;13;7;0;0;0
;Wendisch-Buchholz;Wendisch-Buchholz;1005;;Potsdam;14;23.05.1861;1861;45;22;10;13;23;31;2;12;0;0;0
;Werder;Werder;3147;;Potsdam;14;19.08.1860;1860;19;4;0;15;15;12;7;0;0;0;0
;Werneuchen;Werneuchen;1372;;Potsdam;14;01.07.1864;1864;20;0;12;8;20;16;1;3;0;0;0
;Wilsnack;Wilsnack;2280;;Potsdam;14;26.07.1863;1863;60;27;0;0;33;47;1;12;33;0;33
;Wittenberge;Wittenberge;5754;;Potsdam;14;09.04.1863;1863;160;80;44;36;80;77;19;64;0;0;0
;Wittstock;Wittstock;7239;;Potsdam;14;16.07.1861;1861;111;46;0;0;65;0;0;0;65;111;65
;Wriezen;Wriezen;6664;;Potsdam;14;10.06.1859;1859;66;27;3;36;39;49;6;11;0;0;0
;Wriezen;Wriezen;6664;;Potsdam;14;05.11.1862;1862;65;40;6;19;25;11;16;38;0;0;0
;Zehdenick;Zehdenick;3273;;Potsdam;14;01.10.1861;1861;82;35;21;26;47;43;15;24;0;0;0
;Arnswalde;Arnswalde;6237;;Frankfurt Oder;15;22.08.1861;1861;95;48;0;47;47;49;13;33;0;0;0
;Calau;Calau;2427;;Frankfurt Oder;15;18.10.1862;1862;60;27;10;23;33;55;2;3;0;0;0
;Cottbus;Cottbus;10523;;Frankfurt Oder;15;15.05.1861;1861;375;186;110;79;189;287;15;73;0;0;0
;Crossen;Crossen;6489;;Frankfurt Oder;15;12.08.1860;1860;71;50;10;11;21;41;16;14;0;0;0
;Cüstrin;Cuestrin;8276;;Frankfurt Oder;15;18.10.1858;1858;80;51;9;20;29;39;13;28;0;0;0
;Cüstrin lange Vorstadt;Cuestrin lange Vorstadt;600;;Frankfurt Oder;15;14.06.1862;1862;28;0;2;26;28;19;3;6;0;0;0
;Driesen;Driesen;4337;;Frankfurt Oder;15;05.10.1861;1861;152;101;10;41;51;97;32;23;0;0;0
;Drossen;Drossen;5211;;Frankfurt Oder;15;01.12.1861;1861;29;17;0;12;12;15;7;7;0;0;0
;Finsterwalde;Finsterwalde;6660;;Frankfurt Oder;15;12.08.1862;1862;80;36;0;0;44;48;14;18;0;0;44
;Forst;Forst;6707;;Frankfurt Oder;15;25.08.1861;1861;344;168;58;118;176;321;11;12;0;0;0
;Frankfurt Oder;Frankfurt Oder;34253;;Frankfurt Oder;15;26.09.1860;1860;267;117;40;110;150;98;78;91;0;0;0
;Friedeberg;Friedeberg;5535;;Frankfurt Oder;15;01.05.1862;1862;102;63;13;26;39;41;31;30;0;0;0
;Fürstenwalde;Fuerstenwalde;6245;;Frankfurt Oder;15;28.05.1861;1861;67;37;11;19;30;36;10;21;0;0;0
;Guben;Guben;15235;;Frankfurt Oder;15;23.03.1861;1861;220;131;21;68;89;141;16;63;0;0;0
;Königsberg;Koenigsberg;5535;;Frankfurt Oder;15;19.05.1862;1862;76;32;7;37;44;22;13;41;0;0;0
;Landsberg;Landsberg;15747;;Frankfurt Oder;15;14.03.1861;1861;147;69;22;56;78;42;25;80;0;0;0
;Lippehne;Lippehne;3193;;Frankfurt Oder;15;19.07.1862;1862;17;3;0;14;14;15;1;3;0;-2;0
;Lübben;Luebben;4818;;Frankfurt Oder;15;01.05.1861;1861;102;39;8;55;63;74;6;22;0;0;0
;Lübbenau;Luebbenau;3145;;Frankfurt Oder;15;17.05.1862;1862;64;21;6;37;43;53;3;8;0;0;0
;Luckau;Luckau;4853;;Frankfurt Oder;15;na;na;58;20;28;10;38;39;6;13;0;0;0
;Neudamm;Neudamm;3340;;Frankfurt Oder;15;26.05.1860;1860;40;16;7;17;24;31;4;5;0;0;0
;Neuwedell;Neuwedell;3030;;Frankfurt Oder;15;11.06.1863;1863;47;19;14;14;28;27;4;16;0;0;0
;Peitz;Peitz;3377;;Frankfurt Oder;15;01.06.1862;1862;82;48;10;24;34;72;5;5;0;0;0
;Pförten;Pfoerten;979;;Frankfurt Oder;15;11.07.1862;1862;21;2;2;17;19;18;0;3;0;0;0
;Schönfließ;Schoenfliess;2870;;Frankfurt Oder;15;11.08.1862;1862;45;10;10;25;35;30;2;13;0;0;0
;Seelow;Seelow;3137;;Frankfurt Oder;15;11.06.1861;1861;55;16;11;28;39;39;11;5;0;0;0
;Senftenberg;Senftenberg;1504;;Frankfurt Oder;15;05.10.1862;1862;103;67;10;26;36;89;11;3;0;0;0
;Soldin;Soldin;5556;;Frankfurt Oder;15;27.04.1861;1861;40;20;9;11;20;7;19;14;0;0;0
;Sommerfeld;Sommerfeld;7677;;Frankfurt Oder;15;18.07.1862;1862;50;0;10;40;50;19;6;25;0;0;0
;Sonnenburg;Sonnenburg;3732;;Frankfurt Oder;15;04.06.1861;1861;66;24;20;22;42;37;13;16;0;0;0
;Sorau;Sorau;9215;;Frankfurt Oder;15;21.08.1860;1860;171;86;28;57;85;110;19;42;0;0;0
;Spremberg;Spremberg;6375;;Frankfurt Oder;15;12.04.1862;1862;250;90;65;95;160;201;15;34;0;0;0
;Vetschau;Vetschau;2054;;Frankfurt Oder;15;01.06.1862;1862;61;19;13;29;42;59;1;1;0;0;0
;Woldenberg;Woldenberg;3951;;Frankfurt Oder;15;21.05.1861;1861;67;30;7;30;37;29;5;33;0;0;0
;Zehden;Zehden;1603;;Frankfurt Oder;15;16.03.1863;1863;38;9;16;13;29;36;0;2;0;0;0
;Zielenzig;Zielenzig;5355;;Frankfurt Oder;15;01.05.1862;1862;101;41;23;37;60;57;7;37;0;0;0
;Afen;Afen;5500;;Magdeburg;16;22.06.1862;1862;50;10;3;37;40;28;7;15;0;0;0
;Arendsee;Arendsee;2000;;Magdeburg;16;14.07.1864;1864;37;5;3;29;32;19;3;15;0;0;0
;Aschersleben;Aschersleben;10000;;Magdeburg;16;12.05.1862;1862;85;0;43;42;85;49;16;19;0;1;0
;Bismark;Bismark;1900;;Magdeburg;16;07.05.1863;1863;72;47;3;22;25;58;4;10;0;0;0
;Buckau;Buckau;7000;;Magdeburg;16;26.06.1862;1862;127;0;22;105;127;70;23;34;0;0;0
;Burg;Burg;15000;;Magdeburg;16;01.10.1863;1863;60;0;0;60;60;60;0;0;0;0;0
;Burg;Burg;15000;;Magdeburg;16;29.10.1864;1864;99;71;2;26;28;42;10;47;0;0;0
;Calbe;Calbe;10000;;Magdeburg;16;20.08.1861;1861;120;80;20;20;40;67;28;25;0;0;0
;Derenburg;Derenburg;2567;;Magdeburg;16;28.06.1864;1864;58;21;3;34;37;39;0;19;0;0;0
;Egeln;Egeln;4500;;Magdeburg;16;30.08.1862;1862;100;38;14;48;62;74;3;23;0;0;0
;Gardelegen;Gardelegen;6153;;Magdeburg;16;10.07.1861;1861;na;na;na;na;na;na;na;na;#WERT!;#WERT!;#WERT!
;Genthin;Genthin;3300;;Magdeburg;16;01.05.1862;1862;38;2;25;11;36;15;5;18;0;0;0
;Groß-Ammensleben;Gross-Ammensleben;2000;;Magdeburg;16;21.05.1864;1864;30;4;11;15;26;18;6;6;0;0;0
;Halberstadt;Halberstadt;24000;;Magdeburg;16;19.03.1861;1861;140;25;15;100;115;49;6;85;0;0;0
;Klötze;Kloetze;2800;;Magdeburg;16;03.09.1863;1863;81;36;13;32;45;43;5;33;0;0;0
;Magdeburg;Magdeburg;70000;;Magdeburg;16;07.05.1848;1848;482;96;163;223;386;178;41;263;0;0;0
;Magdeburg;Magdeburg;70000;;Magdeburg;16;01.07.1862;1862;115;0;45;70;115;3;7;105;0;0;0
;Mieste;Mieste;1000;;Magdeburg;16;12.08.1863;1863;47;26;12;9;21;44;1;2;0;0;0
;Neuhaldensleben;Neuhaldensleben;5000;;Magdeburg;16;17.07.1861;1861;106;42;28;36;64;79;18;9;0;0;0
;Alte Neustadt;Alte Neustadt;7000;;Magdeburg;16;23.07.1864;1864;36;0;31;5;36;24;3;9;0;0;0
;Neue Neustadt;Neue Neustadt;14000;;Magdeburg;16;10.08.1860;1860;72;4;16;52;68;60;2;10;0;0;0
;Oschersleben;Oschersleben;8000;;Magdeburg;16;26.05.1863;1863;50;15;24;11;35;34;3;13;0;0;0
;Osterburg;Osterburg;3000;;Magdeburg;16;17.05.1862;1862;34;9;9;16;25;20;4;10;0;0;0
;Osterwieck;Osterwieck;3000;;Magdeburg;16;17.04.1863;1863;65;24;0;11;11;52;3;10;30;0;0
;Quedlinburg;Quedlinburg;16000;;Magdeburg;16;01.10.1860;1860;66;15;2;49;51;40;8;18;0;0;0
;Salze;Salze;3534;;Magdeburg;16;12.09.1861;1861;56;18;3;35;38;33;8;14;0;1;0
;Salzwedel;Salzwedel;8000;;Magdeburg;16;14.05.1862;1862;129;73;6;50;56;47;16;66;0;0;0
;Schönebeck;Schoenebeck;9000;;Magdeburg;16;26.08.1861;1861;80;0;5;75;80;41;6;33;0;0;0
;Schönebeck;Schoenebeck;9000;;Magdeburg;16;26.07.1862;1862;32;0;22;10;32;23;5;5;0;-1;0
;Seehausen;Seehausen;4000;;Magdeburg;16;14.05.1862;1862;92;40;20;32;52;61;6;25;0;0;0
;Staßfurth;Stassfurth;4000;;Magdeburg;16;23.08.1860;1860;80;0;20;60;80;25;15;40;0;0;0
;Stendal;Stendal;8500;;Magdeburg;16;11.12.1861;1861;120;76;22;22;44;62;14;44;0;0;0
;Sudenburg;Sudenburg;6000;;Magdeburg;16;03.07.1862;1862;36;1;14;21;35;23;8;5;0;0;0
;Tangerhütte;Tangerhuette;2000;;Magdeburg;16;01.07.1864;1864;39;4;0;35;35;28;4;7;0;0;0
;Tangermünde;Tangermuende;4785;;Magdeburg;16;26.08.1862;1862;98;35;23;40;63;66;10;22;0;0;0
;Wernigerode;Wernigerode;6000;;Magdeburg;16;30.07.1862;1862;70;8;15;47;62;47;2;21;0;0;0
;Wolmirstedt;Wolmirstedt;4000;;Magdeburg;16;01.09.1863;1863;38;0;14;24;38;30;5;3;0;0;0
;Alsleben;Alsleben;3000;;Merseburg;16;14.04.1861;1861;97;38;17;42;59;76;7;13;0;1;0
;Belgern;Belgern;3240;;Merseburg;16;06.09.1863;1863;60;19;4;37;41;51;5;4;0;0;0
;Bitterfeld;Bitterfeld;4500;;Merseburg;16;01.06.1861;1861;127;0;31;96;127;79;12;36;0;0;0
;Brehna;Brehna;2000;;Merseburg;16;12.07.1862;1862;60;30;16;14;30;60;0;0;0;0;0
;Cönnern;Coennern;3500;;Merseburg;16;01.11.1860;1860;96;51;15;30;45;50;9;28;0;9;0
;Delitzsch;Delitzsch;8000;;Merseburg;16;08.01.1862;1862;163;61;44;58;102;136;9;18;0;0;0
;Delitzsch;Delitzsch;8000;;Merseburg;16;08.09.1863;1863;40;0;0;40;40;40;0;0;0;0;0
;Dommitsch;Dommitsch;2096;;Merseburg;16;26.09.1862;1862;45;21;16;8;24;37;3;5;0;0;0
;Düben;Dueben;5000;;Merseburg;16;01.09.1860;1860;43;7;21;15;36;29;8;2;0;4;0
;Eilenburg;Eilenburg;10069;;Merseburg;16;25.05.1861;1861;140;0;39;101;140;75;21;44;0;0;0
;Eisleben;Eisleben;11000;;Merseburg;16;01.07.1863;1863;178;56;51;71;122;83;45;50;0;0;0
;Elsterwerda;Elsterwerda;2000;;Merseburg;16;03.07.1864;1864;55;18;9;28;37;50;4;1;0;0;0
;Gräfenhainischen;Graefenhainischen;3000;;Merseburg;16;03.04.1862;1862;83;33;19;31;50;57;6;20;0;0;0
;Herzberg bei Torgau;Herzberg bei Torgau;4000;;Merseburg;16;20.08.1863;1863;99;17;58;24;82;94;3;2;0;0;0
;Hettstedt;Hettstedt;5000;;Merseburg;16;05.09.1863;1863;80;36;8;36;44;68;1;11;0;0;0
;Lauchhammer (Eisenwerk);Lauchhammer (Eisenwerk);300;;Merseburg;16;20.06.1863;1863;13;0;10;3;13;5;2;6;0;0;0
;Liebenwerda;Liebenwerda;2800;;Merseburg;16;20.06.1863;1863;110;32;12;66;78;100;4;16;0;-10;0
;Löbejün;Loebejuen;3650;;Merseburg;16;28.08.1863;1863;23;2;14;7;21;17;2;4;0;0;0
;Ortrand;Ortrand;1600;;Merseburg;16;06.09.1862;1862;57;12;25;20;45;49;3;5;0;0;0
;Prettin;Prettin;2000;;Merseburg;16;24.11.1862;1862;85;29;37;19;56;50;12;23;0;0;0
;Sangerhausen;Sangerhausen;8000;;Merseburg;16;15.06.1861;1861;71;25;12;34;46;38;8;25;0;0;0
;Schlieben;Schlieben;2000;;Merseburg;16;01.11.1863;1863;60;29;14;17;31;39;8;3;0;10;0
;Torgau;Torgau;7243;;Merseburg;16;01.05.1861;1861;156;56;47;53;100;113;3;40;0;0;0
;Wettin;Wettin;3800;;Merseburg;16;23.09.1860;1860;43;11;10;22;32;26;9;8;0;0;0
;Wittenberg;Wittenberg;11000;;Merseburg;16;12.05.1862;1862;187;74;31;82;113;113;16;57;0;1;0
;Zörbig;Zoerbig;3500;;Merseburg;16;31.08.1861;1861;na;na;na;na;na;na;na;na;#WERT!;#WERT!;#WERT!
;Barmen;Barmen;59304;;Regierungsbezirk Düsseldorf;51;1.10.1846;1846;315;155;50;110;160;30;0;285;0;0;0
;Barmen;Barmen;59304;;Regierungsbezirk Düsseldorf;51;1.04.1863;1863;176;0;88;88;176;130;13;33;0;0;0
;Bourscheid;Bourscheid;5000;;Regierungsbezirk Düsseldorf;51;1.08.1861;1861;69;46;6;17;23;27;4;38;0;0;0
;Crefeld;Crefeld;53081;;Regierungsbezirk Düsseldorf;51;1.05.1855;1855;507;192;75;240;315;20;72;415;0;0;0
;Düsseldorf;Duesseldorf;50000;;Regierungsbezirk Düsseldorf;51;15.05.1859;1859;122;17;34;71;105;55;23;44;0;0;0
;Duisburg;Duisburg;21162;;Regierungsbezirk Düsseldorf;51;25.03.1848;1848;375;255;40;80;120;206;16;153;0;0;0
;Elberfeld;Elberfeld;60500;;Regierungsbezirk Düsseldorf;51;20.04.1847;1847;520;156;140;224;364;109;64;347;0;0;0
;Elberfeld;Elberfeld;60500;;Regierungsbezirk Düsseldorf;51;3.08.1860;1860;515;49;200;266;466;403;9;103;0;0;0
;Elberfeld;Elberfeld;60500;;Regierungsbezirk Düsseldorf;51;4.08.1861;1861;72;33;4;35;39;56;11;5;0;0;0
;Essen;Essen;31173;;Regierungsbezirk Düsseldorf;51;18.10.1859;1859;198;102;19;77;96;50;44;104;0;0;0
;Geldern;Geldern;4790;;Regierungsbezirk Düsseldorf;51;1.05.1862;1862;146;103;12;31;43;40;25;81;0;0;0
;Mönchen Gladbach;Moenchen Gladbach;18643;;Regierungsbezirk Düsseldorf;51;8.09.1858;1858;189;149;22;18;40;24;18;147;0;0;0
;Haan;Haan;3000;;Regierungsbezirk Düsseldorf;51;1.06.1863;1863;80;20;27;33;60;74;4;2;0;0;0
;Hückeswagen;Hueckeswagen;3000;;Regierungsbezirk Düsseldorf;51;5.07.1850;1850;65;28;4;33;37;13;1;51;0;0;0
;Hüls;Huels;6000;;Regierungsbezirk Düsseldorf;51;1.08.1861;1861;81;45;6;30;36;74;3;4;0;0;0
;Kempen;Kempen;5000;;Regierungsbezirk Düsseldorf;51;20.08.1860;1860;57;17;6;34;40;20;6;31;0;0;0
;Langenberg;Langenberg;4500;;Regierungsbezirk Düsseldorf;51;11.07.1863;1863;83;19;12;52;64;55;4;24;0;0;0
;Lennep;Lennep;8000;;Regierungsbezirk Düsseldorf;51;3.06.1860;1860;87;27;18;42;60;45;6;36;0;0;0
;Lobberich;Lobberich;3608;;Regierungsbezirk Düsseldorf;51;2.09.1861;1861;50;35;0;15;15;36;4;10;0;0;0
;Moers;Moers;3000;;Regierungsbezirk Düsseldorf;51;2.07.1860;1860;45;23;0;22;22;14;6;25;0;0;0
;Mülheim an der Ruhr;Muelheim an der Ruhr;13689;;Regierungsbezirk Düsseldorf;51;11.08.1856;1856;161;81;22;58;80;55;18;88;0;0;0
;Neuß;Neuss;12000;;Regierungsbezirk Düsseldorf;51;13.08.1861;1861;112;92;3;17;20;35;4;73;0;0;0
;Opladen;Opladen;2000;;Regierungsbezirk Düsseldorf;51;4.10.1862;1862;35;20;4;11;15;11;11;13;0;0;0
;Rade vorm Walde;Rade vorm Walde;2000;;Regierungsbezirk Düsseldorf;51;1.02.1862;1862;38;20;12;6;18;23;1;14;0;0;0
;Rees;Rees;3600;;Regierungsbezirk Düsseldorf;51;15.07.1861;1861;70;47;7;16;23;28;9;33;0;0;0
;Remscheid;Remscheid;18540;;Regierungsbezirk Düsseldorf;51;16.06.1861;1861;170;80;30;60;90;94;19;57;0;0;0
;Rheinberg;Rheinberg;3000;;Regierungsbezirk Düsseldorf;51;21.09.1863;1863;27;14;0;13;13;8;3;16;0;0;0
;Rheydt;Rheydt;13000;;Regierungsbezirk Düsseldorf;51;1.03.1858;1858;120;90;12;18;30;7;14;99;0;0;0
;Ronsdorf;Ronsdorf;8000;;Regierungsbezirk Düsseldorf;51;28.06.1860;1860;75;30;20;25;45;10;8;57;0;0;0
;Ruhrort;Ruhrort;7000;;Regierungsbezirk Düsseldorf;51;1.07.1860;1860;228;151;67;10;77;166;12;50;0;0;0
;Ruhrort;Ruhrort;7000;;Regierungsbezirk Düsseldorf;51;1.02.1863;1863;57;14;6;37;43;25;0;32;0;0;0
;Solingen;Solingen;10000;;Regierungsbezirk Düsseldorf;51;1.07.1861;1861;66;20;10;36;46;9;9;48;0;0;0
;Solingen;Solingen;10000;;Regierungsbezirk Düsseldorf;51;5.08.1863;1863;200;100;30;70;100;190;0;10;0;0;0
;Steele;Steele;4000;;Regierungsbezirk Düsseldorf;51;5.01.1863;1863;76;44;3;29;32;42;6;28;0;0;0
;St. Tönis;St. Toenis;6000;;Regierungsbezirk Düsseldorf;51;1.07.1861;1861;49;20;7;22;29;32;3;14;0;0;0
;Viersen;Viersen;15097;;Regierungsbezirk Düsseldorf;51;23.06.1858;1858;94;66;4;24;28;26;7;61;0;0;0
;Werden an der Ruhr;Werden an der Ruhr;5000;;Regierungsbezirk Düsseldorf;51;25.07.1860;1860;51;17;0;34;34;24;2;25;0;0;0
;Wesel;Wesel;13865;;Regierungsbezirk Düsseldorf;51;24.05.1860;1860;99;31;14;54;68;35;28;36;0;0;0
;Wermelskirchen;Wermelskirchen;2000;;Regierungsbezirk Düsseldorf;51;11.08.1860;1860;57;19;8;30;38;24;6;27;0;0;0
;Wickrath;Wickrath;1700;;Regierungsbezirk Düsseldorf;51;15.07.1860;1860;44;24;15;5;20;15;4;25;0;0;0
;Bonn;Bonn;20397;;Regierungsbezirk Köln;52;6.05.1860;1860;288;126;17;145;162;156;80;52;0;0;0
;Euskirchen;Euskirchen;4400;;Regierungsbezirk Köln;52;14.04.1864;1864;34;14;0;20;20;19;5;10;0;0;0
;Gummersbach;Gummersbach;1138;;Regierungsbezirk Köln;52;3.03.1861;1861;32;5;0;27;27;3;2;27;0;0;0
;Köln;Koeln;117805;;Regierungsbezirk Köln;52;1843;1843;202;39;23;140;163;15;18;169;0;0;0
;Köln;Koeln;117805;;Regierungsbezirk Köln;52;16.11.1863;1863;175;67;68;40;108;92;31;52;0;0;0
